ProteinID	Length	Start	End	Domain	Tool
XP_004240911.1	91aa	530	620	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004241084.1	268aa	690	957	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004241588.1	270aa	803	1072	Pkinase	Pfam_Scan
XP_004241646.1	262aa	362	623	Pkinase	Pfam_Scan
XP_004241858.2	269aa	405	673	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004242451.1	273aa	312	584	Pkinase	Pfam_Scan
XP_004242452.1	273aa	312	584	Pkinase	Pfam_Scan
XP_004242588.1	298aa	548	845	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004242632.1	267aa	298	564	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004242680.2	263aa	802	1064	Pkinase	Pfam_Scan
XP_004242993.1	284aa	670	953	Pkinase	Pfam_Scan
XP_004243198.1	269aa	808	1076	Pkinase	Pfam_Scan
XP_004243241.1	202aa	692	893	Pkinase	Pfam_Scan
XP_004243251.1	265aa	524	788	Pkinase	Pfam_Scan
XP_004243383.1	275aa	684	958	Pkinase	Pfam_Scan
XP_004243974.1	262aa	694	955	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004244023.1	203aa	757	959	Pkinase	Pfam_Scan
XP_004244239.1	265aa	768	1032	Pkinase	Pfam_Scan
XP_004245154.1	214aa	708	921	Pkinase	Pfam_Scan
XP_004245435.1	267aa	340	606	Pkinase	Pfam_Scan
XP_004245544.1	264aa	339	602	Pkinase	Pfam_Scan
XP_004245618.1	267aa	364	630	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004245688.1	275aa	598	872	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004245714.1	261aa	416	676	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004246027.1	264aa	306	569	Pkinase	Pfam_Scan
XP_004246289.1	268aa	682	949	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004246861.1	273aa	518	790	Pkinase	Pfam_Scan
XP_004246956.1	263aa	343	605	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004247008.1	267aa	624	890	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004247017.1	266aa	628	893	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004247046.1	273aa	587	859	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004247083.1	267aa	618	884	Pkinase	Pfam_Scan
XP_004247302.2	280aa	783	1062	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004247501.1	268aa	925	1192	Pkinase	Pfam_Scan
XP_004247815.1	265aa	817	1081	Pkinase	Pfam_Scan
XP_004247890.2	271aa	583	853	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004247993.1	272aa	725	996	Pkinase	Pfam_Scan
XP_004249029.1	267aa	624	890	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004249202.1	270aa	611	880	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004249365.1	244aa	489	732	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004249405.1	274aa	594	867	Pkinase	Pfam_Scan
XP_004249557.1	268aa	632	899	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004249703.1	265aa	628	892	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004249911.1	274aa	585	858	Pkinase	Pfam_Scan
XP_004250172.1	260aa	358	617	Pkinase	Pfam_Scan
XP_004250377.1	232aa	716	947	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004250410.1	283aa	472	754	Pkinase	Pfam_Scan
XP_004250411.1	268aa	687	954	Pkinase	Pfam_Scan
XP_004250590.2	240aa	684	923	Pkinase	Pfam_Scan
XP_004251175.1	264aa	359	622	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004251436.1	254aa	372	625	Pkinase	Pfam_Scan
XP_004251639.1	278aa	684	961	Pkinase	Pfam_Scan
XP_004251900.1	268aa	666	933	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004252061.1	271aa	921	1191	Pkinase	Pfam_Scan
XP_004252573.1	266aa	377	642	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004252624.1	269aa	407	675	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004252636.1	268aa	783	1050	Pkinase	Pfam_Scan
XP_004252832.1	275aa	513	787	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004252979.1	268aa	577	844	PK_Tyr_Ser-Thr	Pfam_Scan
XP_004253440.1	107aa	327	433	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010312190.1	237aa	503	739	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010312191.1	237aa	503	739	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010312629.1	272aa	282	553	Pkinase	Pfam_Scan
XP_010314054.2	269aa	494	762	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010314121.1	265aa	631	895	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010315276.1	274aa	562	835	Pkinase	Pfam_Scan
XP_010315304.1	272aa	502	773	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010315618.1	249aa	440	688	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010315619.1	249aa	440	688	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010316317.1	268aa	375	642	Pkinase	Pfam_Scan
XP_010316637.1	264aa	543	806	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010316713.1	270aa	476	745	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010316715.1	270aa	475	744	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010316716.1	270aa	474	743	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010316717.1	266aa	476	741	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010316829.1	268aa	927	1194	Pkinase	Pfam_Scan
XP_010316836.1	269aa	878	1146	Pkinase	Pfam_Scan
XP_010316837.1	269aa	293	561	Pkinase	Pfam_Scan
XP_010316862.1	220aa	663	882	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010316864.1	220aa	643	862	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010316865.1	267aa	672	938	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010317417.1	257aa	714	970	Pkinase	Pfam_Scan
XP_010317419.1	257aa	710	966	Pkinase	Pfam_Scan
XP_010317429.1	260aa	429	688	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010317434.1	223aa	636	858	Pkinase	Pfam_Scan
XP_010317542.1	275aa	313	587	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010318078.1	272aa	285	556	Pkinase	Pfam_Scan
XP_010318079.1	272aa	285	556	Pkinase	Pfam_Scan
XP_010318080.1	203aa	285	487	Pkinase	Pfam_Scan
XP_010318169.1	254aa	573	826	Pkinase	Pfam_Scan
XP_010318222.1	263aa	342	604	Pkinase	Pfam_Scan
XP_010318223.1	263aa	342	604	Pkinase	Pfam_Scan
XP_010318523.1	263aa	615	877	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010318957.1	266aa	313	578	Pkinase	Pfam_Scan
XP_010319190.1	273aa	616	888	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010319224.1	271aa	273	543	Pkinase	Pfam_Scan
XP_010319665.1	271aa	299	569	Pkinase	Pfam_Scan
XP_010319666.1	271aa	299	569	Pkinase	Pfam_Scan
XP_010319667.1	271aa	251	521	Pkinase	Pfam_Scan
XP_010320169.1	257aa	727	983	Pkinase	Pfam_Scan
XP_010320170.1	166aa	768	933	Pkinase	Pfam_Scan
XP_010320171.1	257aa	535	791	Pkinase	Pfam_Scan
XP_010320275.1	269aa	493	761	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010320276.1	248aa	493	740	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010320756.1	259aa	485	743	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010320760.1	259aa	485	743	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010321306.1	270aa	295	564	Pkinase	Pfam_Scan
XP_010321747.1	153aa	783	935	Pkinase	Pfam_Scan
XP_010322111.1	262aa	326	587	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010322115.1	201aa	800	1000	Pkinase	Pfam_Scan
XP_010322765.1	270aa	682	951	Pkinase	Pfam_Scan
XP_010322795.1	264aa	421	684	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010323112.2	264aa	345	608	Pkinase	Pfam_Scan
XP_010323624.1	269aa	777	1045	Pkinase	Pfam_Scan
XP_010323715.1	272aa	505	776	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010323716.1	272aa	505	776	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010325071.1	279aa	409	687	Pkinase	Pfam_Scan
XP_010325596.1	199aa	479	677	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010325596.1	266aa	1178	1443	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010325645.1	264aa	305	568	Pkinase	Pfam_Scan
XP_010325784.1	268aa	435	702	Pkinase	Pfam_Scan
XP_010326028.1	214aa	695	908	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010326255.1	266aa	603	868	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010326812.1	275aa	771	1045	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010326916.1	266aa	993	1258	PK_Tyr_Ser-Thr	Pfam_Scan
XP_010327701.1	267aa	624	890	PK_Tyr_Ser-Thr	Pfam_Scan
XP_019066855.1	268aa	813	1080	Pkinase	Pfam_Scan
XP_019067822.1	153aa	672	824	PK_Tyr_Ser-Thr	Pfam_Scan
XP_019067880.2	220aa	511	730	PK_Tyr_Ser-Thr	Pfam_Scan
XP_019067880.2	272aa	1364	1635	PK_Tyr_Ser-Thr	Pfam_Scan
XP_019068143.2	214aa	531	744	PK_Tyr_Ser-Thr	Pfam_Scan
XP_019068258.2	273aa	414	686	Pkinase	Pfam_Scan
XP_019068299.1	266aa	873	1138	Pkinase	Pfam_Scan
XP_019069224.1	262aa	381	642	Pkinase	Pfam_Scan
XP_019069570.1	261aa	444	704	Pkinase	Pfam_Scan
XP_019069573.2	269aa	351	619	PK_Tyr_Ser-Thr	Pfam_Scan
XP_019069573.2	272aa	1006	1277	PK_Tyr_Ser-Thr	Pfam_Scan
XP_019069622.1	267aa	360	626	Pkinase	Pfam_Scan
XP_019070532.1	257aa	485	741	PK_Tyr_Ser-Thr	Pfam_Scan
XP_019071128.1	273aa	1829	2101	Pkinase	Pfam_Scan
XP_019071269.1	272aa	340	611	Pkinase	Pfam_Scan
XP_025883769.1	268aa	349	616	Pkinase	Pfam_Scan
XP_025884232.1	272aa	262	533	Pkinase	Pfam_Scan
XP_025884233.1	272aa	236	507	Pkinase	Pfam_Scan
XP_025884285.1	268aa	666	933	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025884309.1	247aa	316	562	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025884413.1	266aa	361	626	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025884495.1	268aa	813	1080	Pkinase	Pfam_Scan
XP_025884896.1	267aa	661	927	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025884896.1	269aa	1672	1940	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025884965.1	249aa	440	688	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025885136.1	267aa	605	871	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025885137.1	220aa	655	874	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025885148.1	269aa	273	541	Pkinase	Pfam_Scan
XP_025885177.1	270aa	476	745	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025885178.1	270aa	476	745	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025885641.1	273aa	414	686	Pkinase	Pfam_Scan
XP_025885696.1	167aa	840	1006	Pkinase	Pfam_Scan
XP_025885774.1	263aa	342	604	Pkinase	Pfam_Scan
XP_025886138.1	260aa	429	688	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025886404.1	196aa	273	468	Pkinase	Pfam_Scan
XP_025886583.1	259aa	485	743	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025886620.1	191aa	670	860	Pkinase	Pfam_Scan
XP_025887149.1	270aa	793	1062	Pkinase	Pfam_Scan
XP_025887149.1	71aa	1107	1177	Pkinase	Pfam_Scan
XP_025887149.1	270aa	1980	2249	Pkinase	Pfam_Scan
XP_025887558.1	273aa	312	584	Pkinase	Pfam_Scan
XP_025887641.1	252aa	316	567	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025888658.1	266aa	993	1258	PK_Tyr_Ser-Thr	Pfam_Scan
XP_025888849.1	265aa	631	895	PK_Tyr_Ser-Thr	Pfam_Scan
NP_001233871.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001233877.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001233883.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001234580.2	N/A	N/A	N/A	SP	signalp-5.0b
NP_001234626.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001234869.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001265974.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001274713.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001296180.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001302425.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001306257.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001307979.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001334606.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004228537.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004228922.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004229499.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004229807.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004229897.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004230068.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004230391.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004230392.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004230451.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004230660.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004230741.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004230827.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004231550.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004231560.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004231674.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004231792.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004231868.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004231881.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004231961.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004232089.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004232118.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004232151.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004232252.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004232341.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004232468.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004232684.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004232923.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004233025.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004233046.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004233092.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004233157.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004233342.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004233867.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004233904.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004233917.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234010.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234089.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234101.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234153.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234249.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234250.3	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234442.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234641.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234843.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004234946.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004235118.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004235119.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004235172.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004235218.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004235768.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004235969.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236236.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236305.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236378.3	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236511.3	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236550.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236603.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236615.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236904.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004236956.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004237141.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004237222.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004237339.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004237515.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004237748.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238042.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238044.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238203.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238370.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238491.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238525.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238615.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238646.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238738.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238893.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004238998.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004239170.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004239201.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004239381.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004240244.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004240569.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004240861.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004240911.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004241084.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004241588.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004241646.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004241858.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004242451.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004242452.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004242588.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004242632.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004242680.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004242993.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004243198.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004243241.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004243251.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004243383.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004243974.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004244023.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004244239.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004245154.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004245435.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004245544.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004245618.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004245688.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004245714.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004246027.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004246289.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004246861.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004246956.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004247008.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004247017.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004247046.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004247083.1	N/A	N/A	N/A	SP	signalp-5.0b
