ProteinID	Length	Start	End	Domain	Tool
XP_010316838.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318022.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318046.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319210.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319211.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319234.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319235.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010320330.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_010321425.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010321553.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010321554.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010321555.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010321824.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010322375.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010322619.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010323339.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010323460.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010323461.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010325388.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010325537.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010326644.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010327016.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019066835.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019066845.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019067577.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019069784.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019070723.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_025883466.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884445.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884480.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884483.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884484.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884485.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884486.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884784.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884867.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884883.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884895.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025886633.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025886750.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025886859.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025887046.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025887515.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025887728.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025887737.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025888032.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025888168.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025888180.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025888183.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001233925.2	23aa	7	29	TM	tmhmm2.0c
NP_001234307.2	23aa	13	35	TM	tmhmm2.0c
NP_001234427.1	23aa	972	994	TM	tmhmm2.0c
NP_001234474.2	23aa	7	29	TM	tmhmm2.0c
NP_001234474.2	23aa	1009	1031	TM	tmhmm2.0c
NP_001234733.2	23aa	7	29	TM	tmhmm2.0c
NP_001234733.2	23aa	1004	1026	TM	tmhmm2.0c
NP_001234824.2	18aa	13	30	TM	tmhmm2.0c
NP_001234824.2	23aa	708	730	TM	tmhmm2.0c
NP_001296225.1	19aa	15	33	TM	tmhmm2.0c
NP_001308014.1	20aa	9	28	TM	tmhmm2.0c
XP_004228442.1	23aa	813	835	TM	tmhmm2.0c
XP_004228443.1	23aa	813	835	TM	tmhmm2.0c
XP_004228617.1	23aa	801	823	TM	tmhmm2.0c
XP_004228623.1	23aa	793	815	TM	tmhmm2.0c
XP_004228624.1	23aa	802	824	TM	tmhmm2.0c
XP_004228639.1	20aa	719	738	TM	tmhmm2.0c
XP_004229013.1	23aa	785	807	TM	tmhmm2.0c
XP_004229530.1	18aa	7	24	TM	tmhmm2.0c
XP_004229530.1	23aa	63	85	TM	tmhmm2.0c
XP_004229530.1	23aa	98	120	TM	tmhmm2.0c
XP_004229530.1	20aa	135	154	TM	tmhmm2.0c
XP_004229530.1	23aa	166	188	TM	tmhmm2.0c
XP_004229530.1	20aa	208	227	TM	tmhmm2.0c
XP_004229530.1	20aa	234	253	TM	tmhmm2.0c
XP_004229530.1	23aa	335	357	TM	tmhmm2.0c
XP_004229530.1	20aa	369	388	TM	tmhmm2.0c
XP_004229530.1	19aa	403	421	TM	tmhmm2.0c
XP_004229530.1	23aa	428	450	TM	tmhmm2.0c
XP_004229530.1	23aa	465	487	TM	tmhmm2.0c
XP_004229530.1	20aa	514	533	TM	tmhmm2.0c
XP_004229756.1	23aa	5	27	TM	tmhmm2.0c
XP_004230743.1	18aa	7	24	TM	tmhmm2.0c
XP_004231220.1	23aa	243	265	TM	tmhmm2.0c
XP_004231257.1	23aa	882	904	TM	tmhmm2.0c
XP_004231263.2	23aa	867	889	TM	tmhmm2.0c
XP_004231361.1	23aa	7	29	TM	tmhmm2.0c
XP_004231949.1	23aa	220	242	TM	tmhmm2.0c
XP_004232910.1	23aa	551	573	TM	tmhmm2.0c
XP_004233712.1	23aa	7	29	TM	tmhmm2.0c
XP_004233913.3	23aa	876	898	TM	tmhmm2.0c
XP_004234080.1	23aa	406	428	TM	tmhmm2.0c
XP_004234110.1	23aa	546	568	TM	tmhmm2.0c
XP_004234468.1	20aa	7	26	TM	tmhmm2.0c
XP_004234468.1	32aa	72	103	TM	tmhmm2.0c
XP_004234468.1	23aa	110	132	TM	tmhmm2.0c
XP_004234468.1	23aa	147	169	TM	tmhmm2.0c
XP_004234468.1	23aa	174	196	TM	tmhmm2.0c
XP_004234468.1	23aa	228	250	TM	tmhmm2.0c
XP_004234468.1	23aa	267	289	TM	tmhmm2.0c
XP_004234468.1	23aa	317	339	TM	tmhmm2.0c
XP_004234468.1	23aa	344	366	TM	tmhmm2.0c
XP_004234468.1	23aa	381	403	TM	tmhmm2.0c
XP_004234468.1	23aa	415	437	TM	tmhmm2.0c
XP_004234477.1	23aa	440	462	TM	tmhmm2.0c
XP_004234487.1	20aa	189	208	TM	tmhmm2.0c
XP_004234487.1	23aa	218	240	TM	tmhmm2.0c
XP_004234487.1	23aa	267	289	TM	tmhmm2.0c
XP_004234487.1	18aa	299	316	TM	tmhmm2.0c
XP_004234772.1	23aa	455	477	TM	tmhmm2.0c
XP_004235235.4	23aa	7	29	TM	tmhmm2.0c
XP_004235667.1	23aa	7	29	TM	tmhmm2.0c
XP_004235717.1	23aa	7	29	TM	tmhmm2.0c
XP_004236228.1	23aa	874	896	TM	tmhmm2.0c
XP_004236562.1	23aa	5	27	TM	tmhmm2.0c
XP_004236640.1	23aa	9	31	TM	tmhmm2.0c
XP_004236940.1	18aa	7	24	TM	tmhmm2.0c
XP_004237052.1	23aa	607	629	TM	tmhmm2.0c
XP_004238151.1	23aa	4	26	TM	tmhmm2.0c
XP_004238151.1	18aa	592	609	TM	tmhmm2.0c
XP_004238151.1	23aa	619	641	TM	tmhmm2.0c
XP_004238151.1	23aa	654	676	TM	tmhmm2.0c
XP_004238151.1	23aa	830	852	TM	tmhmm2.0c
XP_004238152.2	23aa	4	26	TM	tmhmm2.0c
XP_004238152.2	18aa	592	609	TM	tmhmm2.0c
XP_004238152.2	23aa	619	641	TM	tmhmm2.0c
XP_004238152.2	23aa	654	676	TM	tmhmm2.0c
XP_004238963.1	20aa	560	579	TM	tmhmm2.0c
XP_004239326.1	23aa	7	29	TM	tmhmm2.0c
XP_004239840.1	18aa	7	24	TM	tmhmm2.0c
XP_004239957.1	20aa	7	26	TM	tmhmm2.0c
XP_004240147.1	23aa	9	31	TM	tmhmm2.0c
XP_004240147.1	23aa	592	614	TM	tmhmm2.0c
XP_004240147.1	23aa	658	680	TM	tmhmm2.0c
XP_004240147.1	23aa	834	856	TM	tmhmm2.0c
XP_004240155.1	20aa	7	26	TM	tmhmm2.0c
XP_004240209.1	23aa	7	29	TM	tmhmm2.0c
XP_004240268.1	23aa	7	29	TM	tmhmm2.0c
XP_004240813.1	23aa	909	931	TM	tmhmm2.0c
XP_004241252.1	18aa	13	30	TM	tmhmm2.0c
XP_004242014.1	23aa	227	249	TM	tmhmm2.0c
XP_004242091.1	20aa	7	26	TM	tmhmm2.0c
XP_004242721.1	23aa	12	34	TM	tmhmm2.0c
XP_004242721.1	23aa	75	97	TM	tmhmm2.0c
XP_004242721.1	23aa	106	128	TM	tmhmm2.0c
XP_004242721.1	23aa	143	165	TM	tmhmm2.0c
XP_004242721.1	20aa	172	191	TM	tmhmm2.0c
XP_004242721.1	18aa	206	223	TM	tmhmm2.0c
XP_004242721.1	23aa	236	258	TM	tmhmm2.0c
XP_004242721.1	23aa	345	367	TM	tmhmm2.0c
XP_004242721.1	23aa	380	402	TM	tmhmm2.0c
XP_004242721.1	19aa	412	430	TM	tmhmm2.0c
XP_004242721.1	23aa	437	459	TM	tmhmm2.0c
XP_004242721.1	23aa	469	491	TM	tmhmm2.0c
XP_004242721.1	23aa	512	534	TM	tmhmm2.0c
XP_004242808.2	23aa	12	34	TM	tmhmm2.0c
XP_004242808.2	23aa	959	981	TM	tmhmm2.0c
XP_004242877.1	23aa	592	614	TM	tmhmm2.0c
XP_004242877.1	23aa	627	649	TM	tmhmm2.0c
XP_004242877.1	23aa	654	676	TM	tmhmm2.0c
XP_004242967.1	23aa	162	184	TM	tmhmm2.0c
XP_004242967.1	23aa	204	226	TM	tmhmm2.0c
XP_004242967.1	23aa	233	255	TM	tmhmm2.0c
XP_004242967.1	23aa	265	287	TM	tmhmm2.0c
XP_004242967.1	23aa	299	321	TM	tmhmm2.0c
XP_004242967.1	23aa	331	353	TM	tmhmm2.0c
XP_004242967.1	23aa	423	445	TM	tmhmm2.0c
XP_004242967.1	23aa	450	472	TM	tmhmm2.0c
XP_004242967.1	23aa	479	501	TM	tmhmm2.0c
XP_004242967.1	23aa	511	533	TM	tmhmm2.0c
XP_004242978.4	23aa	7	29	TM	tmhmm2.0c
XP_004242981.1	23aa	971	993	TM	tmhmm2.0c
XP_004243038.3	23aa	964	986	TM	tmhmm2.0c
XP_004243303.1	23aa	295	317	TM	tmhmm2.0c
XP_004243515.1	23aa	7	29	TM	tmhmm2.0c
XP_004244257.1	20aa	13	32	TM	tmhmm2.0c
XP_004244257.1	23aa	86	108	TM	tmhmm2.0c
XP_004244257.1	23aa	113	135	TM	tmhmm2.0c
XP_004244257.1	23aa	155	177	TM	tmhmm2.0c
XP_004244257.1	23aa	212	234	TM	tmhmm2.0c
XP_004244257.1	23aa	244	266	TM	tmhmm2.0c
XP_004244257.1	20aa	436	455	TM	tmhmm2.0c
XP_004244257.1	23aa	470	492	TM	tmhmm2.0c
XP_004244257.1	23aa	505	527	TM	tmhmm2.0c
XP_004244257.1	23aa	531	553	TM	tmhmm2.0c
XP_004244257.1	23aa	560	582	TM	tmhmm2.0c
XP_004245075.1	23aa	151	173	TM	tmhmm2.0c
XP_004245766.1	20aa	7	26	TM	tmhmm2.0c
XP_004245766.1	23aa	297	319	TM	tmhmm2.0c
XP_004245766.1	22aa	340	361	TM	tmhmm2.0c
XP_004245766.1	23aa	365	387	TM	tmhmm2.0c
XP_004245766.1	20aa	392	411	TM	tmhmm2.0c
XP_004245766.1	23aa	415	437	TM	tmhmm2.0c
XP_004245854.1	23aa	879	901	TM	tmhmm2.0c
XP_004245854.1	23aa	1288	1310	TM	tmhmm2.0c
XP_004245854.1	23aa	1315	1337	TM	tmhmm2.0c
XP_004245854.1	23aa	1350	1372	TM	tmhmm2.0c
XP_004246170.1	23aa	901	923	TM	tmhmm2.0c
XP_004246422.1	23aa	4	26	TM	tmhmm2.0c
XP_004246422.1	23aa	54	76	TM	tmhmm2.0c
XP_004246422.1	23aa	91	113	TM	tmhmm2.0c
XP_004246422.1	23aa	126	148	TM	tmhmm2.0c
XP_004246422.1	23aa	168	190	TM	tmhmm2.0c
XP_004246422.1	23aa	285	307	TM	tmhmm2.0c
XP_004246422.1	23aa	322	344	TM	tmhmm2.0c
XP_004246422.1	23aa	356	378	TM	tmhmm2.0c
XP_004246422.1	23aa	403	425	TM	tmhmm2.0c
XP_004246422.1	23aa	432	454	TM	tmhmm2.0c
XP_004246422.1	21aa	474	494	TM	tmhmm2.0c
XP_004247154.1	18aa	7	24	TM	tmhmm2.0c
XP_004247183.1	23aa	225	247	TM	tmhmm2.0c
XP_004247516.1	20aa	7	26	TM	tmhmm2.0c
XP_004247516.1	23aa	432	454	TM	tmhmm2.0c
XP_004247590.1	23aa	5	27	TM	tmhmm2.0c
XP_004248758.1	23aa	5	27	TM	tmhmm2.0c
XP_004248904.1	23aa	7	29	TM	tmhmm2.0c
XP_004249854.1	20aa	7	26	TM	tmhmm2.0c
XP_004249984.1	23aa	7	29	TM	tmhmm2.0c
XP_004249985.1	23aa	7	29	TM	tmhmm2.0c
XP_004250460.2	23aa	430	452	TM	tmhmm2.0c
XP_004250460.2	20aa	465	484	TM	tmhmm2.0c
XP_004250460.2	23aa	494	516	TM	tmhmm2.0c
XP_004250531.1	18aa	7	24	TM	tmhmm2.0c
XP_004250531.1	23aa	973	995	TM	tmhmm2.0c
XP_004250531.1	18aa	1002	1019	TM	tmhmm2.0c
XP_004250996.1	20aa	5	24	TM	tmhmm2.0c
XP_004250996.1	23aa	476	498	TM	tmhmm2.0c
XP_004251075.1	23aa	13	35	TM	tmhmm2.0c
XP_004251075.1	23aa	518	540	TM	tmhmm2.0c
XP_004251454.1	23aa	519	541	TM	tmhmm2.0c
XP_004251911.1	23aa	7	29	TM	tmhmm2.0c
XP_004252054.1	23aa	7	29	TM	tmhmm2.0c
XP_004252215.1	23aa	5	27	TM	tmhmm2.0c
XP_004252215.1	19aa	42	60	TM	tmhmm2.0c
XP_004252215.1	23aa	69	91	TM	tmhmm2.0c
XP_004252215.1	23aa	101	123	TM	tmhmm2.0c
XP_004252215.1	23aa	136	158	TM	tmhmm2.0c
XP_004252215.1	23aa	183	205	TM	tmhmm2.0c
XP_004252215.1	23aa	218	240	TM	tmhmm2.0c
XP_004252215.1	23aa	250	272	TM	tmhmm2.0c
XP_004252215.1	23aa	279	301	TM	tmhmm2.0c
XP_004252215.1	20aa	306	325	TM	tmhmm2.0c
XP_004252390.2	23aa	7	29	TM	tmhmm2.0c
XP_004252390.2	23aa	792	814	TM	tmhmm2.0c
XP_004252404.1	23aa	4	26	TM	tmhmm2.0c
XP_004252404.1	23aa	112	134	TM	tmhmm2.0c
XP_004252485.1	23aa	7	29	TM	tmhmm2.0c
XP_004252850.1	23aa	873	895	TM	tmhmm2.0c
XP_004253141.1	23aa	763	785	TM	tmhmm2.0c
XP_004253143.2	23aa	646	668	TM	tmhmm2.0c
XP_010312674.1	18aa	7	24	TM	tmhmm2.0c
XP_010313317.1	20aa	5	24	TM	tmhmm2.0c
XP_010313317.1	23aa	477	499	TM	tmhmm2.0c
XP_010313792.1	20aa	835	854	TM	tmhmm2.0c
XP_010313795.1	20aa	548	567	TM	tmhmm2.0c
XP_010313797.1	20aa	835	854	TM	tmhmm2.0c
XP_010313800.1	20aa	548	567	TM	tmhmm2.0c
XP_010313802.1	23aa	5	27	TM	tmhmm2.0c
XP_010313802.1	20aa	925	944	TM	tmhmm2.0c
XP_010313803.1	20aa	1112	1131	TM	tmhmm2.0c
XP_010316838.1	23aa	368	390	TM	tmhmm2.0c
XP_010318022.2	20aa	9	28	TM	tmhmm2.0c
XP_010318046.1	20aa	4	23	TM	tmhmm2.0c
XP_010318046.1	23aa	43	65	TM	tmhmm2.0c
XP_010318046.1	23aa	75	97	TM	tmhmm2.0c
XP_010318046.1	23aa	130	152	TM	tmhmm2.0c
XP_010318046.1	20aa	172	191	TM	tmhmm2.0c
XP_010318046.1	23aa	196	218	TM	tmhmm2.0c
XP_010318046.1	23aa	285	307	TM	tmhmm2.0c
XP_010318046.1	20aa	319	338	TM	tmhmm2.0c
XP_010318046.1	23aa	348	370	TM	tmhmm2.0c
XP_010318046.1	18aa	391	408	TM	tmhmm2.0c
XP_010318046.1	18aa	413	430	TM	tmhmm2.0c
XP_010319210.1	23aa	9	31	TM	tmhmm2.0c
XP_010319211.1	23aa	9	31	TM	tmhmm2.0c
XP_010319234.1	23aa	1085	1107	TM	tmhmm2.0c
XP_010319235.1	23aa	1021	1043	TM	tmhmm2.0c
XP_010320330.2	23aa	4	26	TM	tmhmm2.0c
XP_010320330.2	18aa	592	609	TM	tmhmm2.0c
XP_010320330.2	23aa	619	641	TM	tmhmm2.0c
XP_010320330.2	23aa	654	676	TM	tmhmm2.0c
XP_010321425.1	23aa	1006	1028	TM	tmhmm2.0c
XP_010321553.1	23aa	9	31	TM	tmhmm2.0c
XP_010321553.1	23aa	592	614	TM	tmhmm2.0c
XP_010321553.1	23aa	658	680	TM	tmhmm2.0c
XP_010321553.1	23aa	834	856	TM	tmhmm2.0c
XP_010321554.1	23aa	9	31	TM	tmhmm2.0c
XP_010321554.1	23aa	592	614	TM	tmhmm2.0c
XP_010321554.1	23aa	658	680	TM	tmhmm2.0c
XP_010321554.1	23aa	834	856	TM	tmhmm2.0c
XP_010321555.1	23aa	9	31	TM	tmhmm2.0c
XP_010321555.1	23aa	556	578	TM	tmhmm2.0c
XP_010321555.1	23aa	622	644	TM	tmhmm2.0c
XP_010321555.1	23aa	798	820	TM	tmhmm2.0c
XP_010321824.1	20aa	933	952	TM	tmhmm2.0c
XP_010322375.1	18aa	13	30	TM	tmhmm2.0c
XP_010322619.1	23aa	7	29	TM	tmhmm2.0c
XP_010323339.1	23aa	988	1010	TM	tmhmm2.0c
XP_010323460.1	23aa	166	188	TM	tmhmm2.0c
XP_010323460.1	23aa	208	230	TM	tmhmm2.0c
XP_010323460.1	23aa	237	259	TM	tmhmm2.0c
XP_010323460.1	23aa	269	291	TM	tmhmm2.0c
XP_010323460.1	23aa	303	325	TM	tmhmm2.0c
XP_010323460.1	23aa	335	357	TM	tmhmm2.0c
XP_010323460.1	23aa	427	449	TM	tmhmm2.0c
XP_010323460.1	23aa	454	476	TM	tmhmm2.0c
XP_010323460.1	23aa	483	505	TM	tmhmm2.0c
XP_010323460.1	23aa	515	537	TM	tmhmm2.0c
XP_010323461.1	23aa	159	181	TM	tmhmm2.0c
XP_010323461.1	20aa	186	205	TM	tmhmm2.0c
XP_010323461.1	20aa	214	233	TM	tmhmm2.0c
XP_010323461.1	20aa	243	262	TM	tmhmm2.0c
XP_010323461.1	23aa	275	297	TM	tmhmm2.0c
XP_010323461.1	23aa	307	329	TM	tmhmm2.0c
XP_010323461.1	23aa	399	421	TM	tmhmm2.0c
XP_010323461.1	23aa	426	448	TM	tmhmm2.0c
XP_010323461.1	23aa	455	477	TM	tmhmm2.0c
XP_010323461.1	23aa	487	509	TM	tmhmm2.0c
XP_010325388.1	23aa	5	27	TM	tmhmm2.0c
XP_010325537.1	23aa	879	901	TM	tmhmm2.0c
XP_010325537.1	23aa	1292	1314	TM	tmhmm2.0c
XP_010325537.1	23aa	1319	1341	TM	tmhmm2.0c
XP_010325537.1	23aa	1354	1376	TM	tmhmm2.0c
XP_010326644.1	23aa	7	29	TM	tmhmm2.0c
XP_010327016.1	23aa	167	189	TM	tmhmm2.0c
XP_019066835.1	23aa	876	898	TM	tmhmm2.0c
XP_019066845.1	23aa	5	27	TM	tmhmm2.0c
XP_019066845.1	19aa	42	60	TM	tmhmm2.0c
XP_019066845.1	23aa	98	120	TM	tmhmm2.0c
XP_019066845.1	23aa	144	166	TM	tmhmm2.0c
XP_019066845.1	23aa	179	201	TM	tmhmm2.0c
XP_019066845.1	23aa	211	233	TM	tmhmm2.0c
XP_019066845.1	23aa	240	262	TM	tmhmm2.0c
XP_019066845.1	20aa	267	286	TM	tmhmm2.0c
XP_019067577.1	23aa	10	32	TM	tmhmm2.0c
XP_019067577.1	23aa	197	219	TM	tmhmm2.0c
XP_019069784.1	18aa	7	24	TM	tmhmm2.0c
XP_019070723.2	20aa	7	26	TM	tmhmm2.0c
XP_025883466.1	23aa	214	236	TM	tmhmm2.0c
XP_025884445.1	23aa	876	898	TM	tmhmm2.0c
XP_025884480.1	23aa	5	27	TM	tmhmm2.0c
XP_025884480.1	23aa	811	833	TM	tmhmm2.0c
XP_025884483.1	20aa	580	599	TM	tmhmm2.0c
XP_025884484.1	20aa	538	557	TM	tmhmm2.0c
XP_025884485.1	20aa	580	599	TM	tmhmm2.0c
XP_025884486.1	20aa	538	557	TM	tmhmm2.0c
XP_025884784.1	23aa	981	1003	TM	tmhmm2.0c
XP_025884867.1	23aa	713	735	TM	tmhmm2.0c
XP_025884883.1	20aa	7	26	TM	tmhmm2.0c
XP_025884895.1	23aa	367	389	TM	tmhmm2.0c
